pmid,year,journal,title,decision,stage,rule_id,detail,flags
30127148,2018,Indian journal of ophthalmology,Corneal regularization following customized corneal collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
30123383,2018,The open ophthalmology journal,A Review of Corneal Collagen Cross-linking - Current Trends in Practice Applications.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30123379,2018,The open ophthalmology journal,Simultaneous Accelerated Corneal Crosslinking and Laser In situ Keratomileusis for the Treatment of High Myopia in Asian Eyes.,keep,keep,keep.content,signal='Crosslink' ophth='Cornea',ophthalmology_journal
30121073,2018,Journal of medical case reports,Effectiveness of voriconazole and corneal cross-linking on Phialophora verrucosa keratitis: a case report.,keep,keep,keep.content,signal='cross-link' ophth='cornea',
30119784,2018,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,Femto-second laser (FSL) techniques and consistency in corneal surgery: experimental study.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30118656,2018,Experimental eye research,Collagen fiber crimping following in vivo UVA-induced corneal crosslinking.,keep,keep,keep.content,signal='UVA' ophth='UVA',ophthalmology_journal
30115299,2018,Journal of cataract and refractive surgery,Correlation of Scheimpflug densitometry changes with clinical outcomes after corneal crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='Scheimpflug',ophthalmology_journal
30109755,2018,Veterinary ophthalmology,Corneal collagen cross-linking following superficial keratectomy as treatment for corneal endothelial cell dystrophy in dogs: Preliminary clinical study.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
30089189,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Continued Long-term Flattening After Corneal Cross-linking for Keratoconus.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
30089187,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Does PACK-CXL Change the Prognosis of Resistant Infectious Keratitis?,keep,keep,keep.content,signal='PACK-CXL' ophth='Keratitis',ophthalmology_journal
30089186,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Early Epithelial Remodeling After Standard and Iontophoresis-Assisted Corneal Cross-linking as Evaluated by Spectral-Domain Optical Coherence Tomography.,keep,keep,keep.content,signal='Cross-link' ophth='Epitheli',ophthalmology_journal
30073363,2018,Investigative ophthalmology & visual science,Comparison of Standard Versus Accelerated Corneal Collagen Cross-Linking for Keratoconus: A Meta-Analysis.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30067537,2018,Cornea,Corneal Cross-Linking: Current USA Status: Report From the Cornea Society.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30055691,2018,Journal of cataract and refractive surgery,Mechanical versus transepithelial phototherapeutic keratectomy epithelial removal followed by accelerated corneal crosslinking for pediatric keratoconus: Long-term results.,keep,keep,keep.content,signal='crosslink' ophth='epitheli',ophthalmology_journal
30041742,2018,Journal of cataract and refractive surgery,Relationship between initial corneal hydration and stiffening effects of corneal crosslinking treatment.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
30037699,2018,Journal of cataract and refractive surgery,Visual and keratometric outcomes of keratoconus patients after sequential corneal crosslinking and topography-guided surface ablation: Early United States experience.,keep,keep,keep.content,signal='crosslink' ophth='keratometr',ophthalmology_journal
30029257,2018,Investigative ophthalmology & visual science,Corneal Collagen Cross-Linking With Riboflavin and UVA Regulates Hemangiogenesis and Lymphangiogenesis in Rats.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30021467,2018,Current eye research,Effect of Riboflavin/Rose Bengal-Mediated PACK-CXL on Acanthamoeba Trophozoites and Cysts in Vitro.,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal
30020979,2018,PloS one,Collagen cross-linking impact on keratoconus extracellular matrix.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',
30016942,2018,BMC ophthalmology,Combined transepithelial phototherapeutic keratectomy and corneal collagen cross-linking for corneal ectasia after small-incision lenticule extraction-preoperative and 3-year postoperative results: a ,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
30012019,2018,Current eye research,Optical Performance of the Cornea One Year Following Keratoconus Treatment with Corneal Collagen Cross-Linking.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
30001446,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Enhanced-Fluence Pulsed-Light Iontophoresis Corneal Cross-linking: 1-Year Morphological and Clinical Results.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
29995127,2018,Arquivos brasileiros de oftalmologia,Classic homocystinuria and keratoconus: a case report.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
29993202,2018,"Asia-Pacific journal of ophthalmology (Philadelphia, Pa.)",Sustainability of Pain Relief After Corneal Collagen Cross-Linking in Eyes With Bullous Keratopathy.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
29988871,2018,Turkish journal of ophthalmology,Candida parapsilosis Infection After Crescentic Lamellar Wedge Resection in Pellucid Marginal Degeneration.,keep,keep,keep.content,signal='cross-link' ophth='Pellucid',ophthalmology_journal
29987530,2018,Japanese journal of ophthalmology,Corneal crosslinking for keratoconus in Japanese populations: one year outcomes and a comparison between conventional and accelerated procedures.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal
29985795,2018,Cornea,Survival Analysis of Corneal Densitometry After Collagen Cross-Linking for Progressive Keratoconus.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
29967694,2018,Journal of ophthalmology,Protection of Corneal Limbus from Riboflavin Prevents Epithelial Stem Cell Loss after Collagen Cross-Linking.,keep,keep,keep.content,signal='Riboflavin' ophth='Cornea',ophthalmology_journal
29952798,2018,Cornea,Evaluation of the Effectiveness of Cross-Linking Combined With Photorefractive Keratectomy for Treatment of Keratoconus.,keep,keep,keep.content,signal='Cross-Link' ophth='Photorefractive',ophthalmology_journal
29948500,2018,International ophthalmology,Corneal stromal depth of the demarcation line in 'accelerated corneal cross-linking' with different concentrations of riboflavin solutions.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
29942176,2017,Saudi journal of ophthalmology : official journal of the Saudi Ophthalmological Society,"Comparison between corneal cross-linking, topical antibiotic and combined therapy in experimental bacterial keratitis model.",keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
29941747,2018,Indian journal of ophthalmology,Clinical presentation following photorefractive intrastromal cross-linking for myopic correction.,keep,keep,keep.content,signal='cross-link' ophth='photorefractive',ophthalmology_journal;no_abstract
29931571,2018,International ophthalmology,The effects of collagen cross-linking on corneal density: a comparison between accelerated and conventional methods.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
29912042,2018,Cornea,PACK-CXL in Reducing the Time to Heal in Suppurative Corneal Ulcers: Observations of a Pilot Study From South India.,keep,keep,keep.content,signal='PACK-CXL' ophth='Cornea',ophthalmology_journal
29910023,2018,Contact lens & anterior eye : the journal of the British Contact Lens Association,Accelerated versus standard corneal collagen cross-linking in pediatric keratoconus patients: 24 months follow-up results.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
29903589,2018,Journal francais d'ophtalmologie,[Corneal collagen cross-linking to treat infectious keratitis].,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
29895115,2018,[Zhonghua yan ke za zhi] Chinese journal of ophthalmology,[The clinical study of corneal cross-linking with preserved corneal epithelial flap in thin keratoconic corneas].,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
29891154,2018,Journal of cataract and refractive surgery,Combined wavefront-guided transepithelial photorefractive keratectomy and corneal crosslinking for visual rehabilitation in moderate keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='photorefractive',ophthalmology_journal
29891152,2018,Journal of cataract and refractive surgery,Corneal crosslinking: Stabilization or rehabilitation?,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
29889297,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Long-term Results of Corneal Cross-linking for Terrien's Marginal Degeneration.,keep,keep,keep.content,signal='Cross-link' ophth='Cornea',ophthalmology_journal
29889294,2018,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal Epithelial Remodeling After Standard Epithelium-off Corneal Cross-linking in Keratoconic Eyes.,keep,keep,keep.content,signal='Epithelium-off' ophth='Cornea',ophthalmology_journal
29871966,2018,The British journal of ophthalmology,Biomechanical assessment of healthy and keratoconic corneas (with/without crosslinking) using dynamic ultrahigh-speed Scheimpflug technology and the relevance of the parameter (A1L-A2L).,keep,keep,keep.content,signal='crosslink' ophth='keratocon',ophthalmology_journal
29863545,2018,Cornea,Changes in Central Corneal Thickness With Corneal Collagen Cross-Linking.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal;no_abstract
29862655,2018,Acta ophthalmologica,Comparison of corneal collagen cross-linking (PACK-CXL) and voriconazole treatments in experimental fungal keratitis.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
29855152,2018,Acta ophthalmologica,Comparison of standard and accelerated corneal cross-linking for the treatment of keratoconus: a meta-analysis.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
29853413,2018,Journal francais d'ophtalmologie,[Infectious keratitis after crosslinking for keratoconus in a patient with systemic lupus].,keep,keep,keep.content,signal='crosslink' ophth='keratitis',ophthalmology_journal;no_abstract
29847492,2018,Cornea,Comparison of Epithelium-Off Versus Transepithelial Corneal Collagen Cross-Linking for Keratoconus: A Systematic Review and Meta-Analysis.,keep,keep,keep.content,signal='Epithelium-Off' ophth='Epitheli',ophthalmology_journal
29847491,2018,Cornea,Topography-Based Removal of Corneal Epithelium for Keratoconus: A Novel and Customized Technique.,keep,keep,keep.content,signal='crosslink' ophth='Topograph',ophthalmology_journal
29804113,2018,Ophthalmic research,Optimizing Genipin Concentration for Corneal Collagen Cross-Linking: An ex vivo Study.,keep,keep,keep.content,signal='Cross-Link' ophth='Cornea',ophthalmology_journal
29799859,2018,PloS one,Transient viscous response of the human cornea probed with the Surface Force Apparatus.,exclude,manual,manual.exclude,Surface Force Apparatus viscous response of cornea; CXL mentioned only as context [Claude-proposed 2026-09-10],
29796439,2018,Romanian journal of ophthalmology,Various therapies for ocular surface diseases.,keep,keep,keep.content,signal='cross-link' ophth='ocular',ophthalmology_journal
29784099,2018,Ophthalmology,Re: Hersh et al.: U.S. multicenter clinical trial of corneal collagen crosslinking for treatment of corneal ectasia after refractive surgery (Ophthalmology. 2017;124:1475-1484).,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal;no_abstract
29778454,2018,Journal of cataract and refractive surgery,Influence of the beam profile crosslinking setting on changes in corneal topography and tomography in progressive keratoconus: Preliminary results.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
